Fecha,Dia_semana,Dia_mes,Hora,Tipo,Cantidad,Producto,Clave_producto,Folio,Cliente,Caja,Usuario,Precio_unitario,Precio_producto,Total,Efectivo,Cheque,Crédito,Transferencia,Vales,Tarjeta,Anticipo,SICAR Pagos
14/07/2021,4,14,14,KG,0.765,JAMON YORK HD,[EMBGEN58802],5131,Público en General,Caja 1,admin,197,150.71,476.61,476.61,0,0,0,0,0,0,0
14/07/2021,4,14,14,PZA,1,PAPAS JICAMA HABANERO NUTRESS,[BOTCRI79495],5132,Público en General,Caja 1,admin,110,110,110,110,0,0,0,0,0,0,0
14/07/2021,4,14,14,PZA,1,CHIPS CH COMALLI,[BOTCOM24341],5133,Público en General,Caja 1,admin,28,28,194.37,0,0,0,0,0,194.37,0,0
14/07/2021,4,14,14,PZA,1,WUAI PATATAS NATURALES 200 GRS,[SINSIN26942],5133,Público en General,Caja 1,admin,45,45,194.37,0,0,0,0,0,194.37,0,0
14/07/2021,4,14,14,PZA,1,CREMA DE CACAHUATE COCOA CACAO,[COCCRE77370],5133,Público en General,Caja 1,admin,80,80,194.37,0,0,0,0,0,194.37,0,0
14/07/2021,4,14,14,KG,0.21,JAMON YORK HD,[EMBGEN58802],5133,Público en General,Caja 1,admin,197,41.37,194.37,0,0,0,0,0,194.37,0,0
14/07/2021,4,14,14,PZA,1,SANPELLEGRINO CLEMENTINA 330ML,[7501058615343],5134,Público en General,Caja 1,admin,25,25,125,125,0,0,0,0,0,0,0
14/07/2021,4,14,14,PZA,1,BOCATA SERRANO Y SELVA NEGRA - MEDIO,[SINSIN22028],5134,Público en General,Caja 1,admin,100,100,125,125,0,0,0,0,0,0,0
14/07/2021,4,14,14,PZA,1,BAGUETTE SUAVE MASA MADRE,[PANRUS91930],5135,Público en General,Caja 1,admin,25,25,95.74,95.74,0,0,0,0,0,0,0
14/07/2021,4,14,14,KG,0.54,SALCHICHA BLANCA HD,[EMBGEN75532],5135,Público en General,Caja 1,admin,131,70.74,95.74,95.74,0,0,0,0,0,0,0
14/07/2021,4,14,14,PZA,1,CAMPECHANAS 330G JUAN CARLOS,[SINJUA21980],5136,Público en General,Caja 1,admin,84,84,84,84,0,0,0,0,0,0,0
14/07/2021,4,14,14,PZA,1,PALETAS FRESA DE LECHE C/SPLENDA KIKI,[PALKIK90120],5137,Público en General,Caja 1,admin,35,35,446,446,0,0,0,0,0,0,0
14/07/2021,4,14,14,PZA,1,PALETAS NUEZ C/SPLENDA KIKI,[PALKIK42858],5137,Público en General,Caja 1,admin,35,35,446,446,0,0,0,0,0,0,0
14/07/2021,4,14,14,PZA,1,PALETAS OREO KIKI,[PALKIK86144],5137,Público en General,Caja 1,admin,30,30,446,446,0,0,0,0,0,0,0
14/07/2021,4,14,14,PZA,3,PALETAS DE CAJETA Y MEMBRILLO KIKI,[PALKIK69823],5137,Público en General,Caja 1,admin,30,90,446,446,0,0,0,0,0,0,0
14/07/2021,4,14,14,PZA,1,CHIPS GDE COMALLI,[BOTCOM38829],5137,Público en General,Caja 1,admin,56,56,446,446,0,0,0,0,0,0,0
14/07/2021,4,14,14,PZA,1,CAJA DE GALLETAS 1/2 BISCOTTI,[GALBIS92634],5137,Público en General,Caja 1,admin,175,175,446,446,0,0,0,0,0,0,0
14/07/2021,4,14,14,PZA,1,BAGUETTE SUAVE MASA MADRE,[PANRUS91930],5137,Público en General,Caja 1,admin,25,25,446,446,0,0,0,0,0,0,0
14/07/2021,4,14,14,PZA,1,WUAI PATATAS LEMON PEPPER 200 GRS,[BOTPAP23901],5138,Público en General,Caja 1,admin,54,54,54,54,0,0,0,0,0,0,0
14/07/2021,4,14,15,KG,0.27,QUESO MAASDAM HOLANDES T. KRON,[QUEIMP30275],5139,LORENA SANDOVAL,Caja 1,admin,416,112.32,218.94,0,0,0,0,0,218.94,0,0
14/07/2021,4,14,15,KG,0.31,JAMÓN PAVO (CUADRADO),[EMBGEN81440],5139,LORENA SANDOVAL,Caja 1,admin,221,68.51,218.94,0,0,0,0,0,218.94,0,0
14/07/2021,4,14,15,KG,0.185,SELVA NEGRA HD,[EMBGEN17604],5139,LORENA SANDOVAL,Caja 1,admin,206,38.11,218.94,0,0,0,0,0,218.94,0,0
14/07/2021,4,14,16,PZA,1,OBLEAS TIACHI BISCOTTI,[OBLTIA24339],5140,Público en General,Caja 1,admin,35,35,105,105,0,0,0,0,0,0,0
14/07/2021,4,14,16,PZA,1,BOCATA SELVA NEGRA - MEDIO,[HERTIE59361],5140,Público en General,Caja 1,admin,70,70,105,105,0,0,0,0,0,0,0
14/07/2021,4,14,16,PZA,1,ELECTROLIT MORA AZUL,[7501125174797],5141,Público en General,Caja 1,admin,25,25,60,60,0,0,0,0,0,0,0
14/07/2021,4,14,16,PZA,1,OBLEAS TIACHI BISCOTTI,[OBLTIA24339],5141,Público en General,Caja 1,admin,35,35,60,60,0,0,0,0,0,0,0
14/07/2021,4,14,16,PZA,1,CERVEZA ESTRELLA GALICIA,[8412598074219],5142,Público en General,Caja 1,admin,58,58,246.4,246.4,0,0,0,0,0,0,0
14/07/2021,4,14,16,PZA,2,SANPELLEGRINO LIMONATA 330ML,[8002270166532],5142,Público en General,Caja 1,admin,25,50,246.4,246.4,0,0,0,0,0,0,0
14/07/2021,4,14,16,KG,0.345,QUESO GOUDA CHILENO,[SINSIN31382],5142,Público en General,Caja 1,admin,182.35,62.91,246.4,246.4,0,0,0,0,0,0,0
14/07/2021,4,14,16,KG,0.07,PEPPERONI HD,[EMBGEN48162],5142,Público en General,Caja 1,admin,249,17.43,246.4,246.4,0,0,0,0,0,0,0
14/07/2021,4,14,16,KG,0.07,CHORIZO PAMPLONA HD,[EMBGEN80550],5142,Público en General,Caja 1,admin,329,23.03,246.4,246.4,0,0,0,0,0,0,0
14/07/2021,4,14,16,KG,0.075,JAMON SERRANO HD,[EMBGEN68741],5142,Público en General,Caja 1,admin,467,35.03,246.4,246.4,0,0,0,0,0,0,0
14/07/2021,4,14,17,PZA,1,BAGUETTE SUAVE MASA MADRE,[PANRUS91930],5143,Público en General,Caja 1,admin,25,25,25,25,0,0,0,0,0,0,0
14/07/2021,4,14,17,PZA,1,XT XTREMES PALI MIX,[DULPAL35657],5144,Público en General,Caja 1,admin,65,65,135,135,0,0,0,0,0,0,0
14/07/2021,4,14,17,PZA,1,TM TIRITAS MORA PALI MIX,[DULPAL36689],5144,Público en General,Caja 1,admin,70,70,135,135,0,0,0,0,0,0,0
14/07/2021,4,14,17,KG,0.11,PEPPERONI HD,[EMBGEN48162],5145,Público en General,Caja 1,admin,249,27.39,27.39,27.39,0,0,0,0,0,0,0
14/07/2021,4,14,17,PZA,1,CHAROLA CHICA,[SINSIN61097],5146,Público en General,Caja 1,admin,290.07,290.07,290.07,290.07,0,0,0,0,0,0,0
14/07/2021,4,14,17,PZA,1,COCA-COLA SIN AZÚCAR 500 ML,[7501055320684],5147,Público en General,Caja 1,admin,18,18,18,18,0,0,0,0,0,0,0
14/07/2021,4,14,18,KG,0.405,JAMON YORK HD,[EMBGEN58802],5148,GUILLERMO MARTÍNEZ,Caja 1,admin,197,79.79,79.79,79.79,0,0,0,0,0,0,0
14/07/2021,4,14,18,KG,0.13,JAMÓN PAVO (CUADRADO),[EMBGEN81440],5149,Público en General,Caja 1,admin,221,28.73,136.03,0,0,0,0,0,136.03,0,0
14/07/2021,4,14,18,KG,0.34,PANELA FRANCISCO,[LACFRA53179],5149,Público en General,Caja 1,admin,95,32.3,136.03,0,0,0,0,0,136.03,0,0
14/07/2021,4,14,18,PZA,3,PALETAS VAINILLA Y CAJETA KIKI,[PALKIK52318],5149,Público en General,Caja 1,admin,25,75,136.03,0,0,0,0,0,136.03,0,0
14/07/2021,4,14,18,PZA,1,ADEREZO DE MOSTAZA CRISANTA,[7500326039348],5150,MÓNICA HERRERA,Caja 1,admin,105,105,105,105,0,0,0,0,0,0,0
14/07/2021,4,14,19,PZA,1,CHURROS CON PROTEINA DE GRILLO,[7500464298829],5151,Público en General,Caja 1,admin,38,38,38,38,0,0,0,0,0,0,0
14/07/2021,4,14,19,PZA,1,ENJAMBRES EL MAYITA,[CHOGEN67816],5152,Público en General,Caja 1,admin,25,25,113,0,0,0,0,0,113,0,0
14/07/2021,4,14,19,PZA,2,COMBUCHA CAPICÚA MANDARINA,[7500464469922],5152,Público en General,Caja 1,admin,44,88,113,0,0,0,0,0,113,0,0
14/07/2021,4,14,19,KG,0.22,JAMON YORK HD,[EMBGEN58802],5153,Público en General,Caja 1,admin,197,43.34,125.05,125.05,0,0,0,0,0,0,0
14/07/2021,4,14,19,KG,0.25,SELVA NEGRA HD,[EMBGEN17604],5153,Público en General,Caja 1,admin,206,51.5,125.05,125.05,0,0,0,0,0,0,0
14/07/2021,4,14,19,KG,0.19,SALCHICHON CON AJO HD,[EMBGEN18343],5153,Público en General,Caja 1,admin,159,30.21,125.05,125.05,0,0,0,0,0,0,0
14/07/2021,4,14,20,KG,0.205,JAMON YORK HD,[EMBGEN58802],5154,MARGARITA VERDUZCO,Caja 1,admin,197,40.39,130.89,0,0,0,0,0,130.89,0,0
14/07/2021,4,14,20,KG,0.2,LOMO RELLENO HD,[EMBGEN21208],5154,MARGARITA VERDUZCO,Caja 1,admin,219,43.8,130.89,0,0,0,0,0,130.89,0,0
14/07/2021,4,14,20,KG,0.1,JAMON SERRANO HD,[EMBGEN68741],5154,MARGARITA VERDUZCO,Caja 1,admin,467,46.7,130.89,0,0,0,0,0,130.89,0,0
15/07/2021,5,15,11,PZA,1,COCA-COLA LIGHT 500 ML,[7501055305261],5155,Público en General,Caja 1,admin,18,18,18,18,0,0,0,0,0,0,0
15/07/2021,5,15,11,PZA,1,QUESO ADOBERA DON TOM,[LACDON12149],5156,Público en General,Caja 1,admin,56,56,310.56,310.56,0,0,0,0,0,0,0
15/07/2021,5,15,11,PZA,1,BOLSA AL VACÍO,[SINSIN45531],5156,Público en General,Caja 1,admin,5,5,310.56,310.56,0,0,0,0,0,0,0
15/07/2021,5,15,11,KG,0.425,JAMÓN PAVO (CUADRADO),[EMBGEN81440],5156,Público en General,Caja 1,admin,221,93.93,310.56,310.56,0,0,0,0,0,0,0
15/07/2021,5,15,11,KG,0.79,JAMON YORK HD,[EMBGEN58802],5156,Público en General,Caja 1,admin,197,155.63,310.56,310.56,0,0,0,0,0,0,0
15/07/2021,5,15,12,PZA,1,CHICHARRÓN DE SOYA COLLATIONS,[BOTMEZ63493],5157,Público en General,Caja 1,admin,20,20,193,193,0,0,0,0,0,0,0
15/07/2021,5,15,12,PZA,1,CHICHARRON CH 100 GRS COMALLI,[BOTCOM99151],5157,Público en General,Caja 1,admin,28,28,193,193,0,0,0,0,0,0,0
15/07/2021,5,15,12,PZA,1,OBLEAS TIACHI BISCOTTI,[OBLTIA24339],5157,Público en General,Caja 1,admin,35,35,193,193,0,0,0,0,0,0,0
15/07/2021,5,15,12,PZA,1,PAPAS JICAMA HABANERO NUTRESS,[BOTCRI79495],5157,Público en General,Caja 1,admin,110,110,193,193,0,0,0,0,0,0,0
15/07/2021,5,15,12,PZA,2,BOCATA JAMÓN YORK - MEDIO,[SINSIN29528],5158,Público en General,Caja 1,admin,70,140,227,227,0,0,0,0,0,0,0
15/07/2021,5,15,12,PZA,1,WUAI PATATAS LEMON PEPPER 200 GRS,[BOTPAP23901],5158,Público en General,Caja 1,admin,54,54,227,227,0,0,0,0,0,0,0
15/07/2021,5,15,12,PZA,1,QUESO PHILADELPHIA,[7622210561558],5158,Público en General,Caja 1,admin,33,33,227,227,0,0,0,0,0,0,0
15/07/2021,5,15,13,PZA,1,BOCATA SERRANO - MEDIO,[SINSIN47184],5159,Público en General,Caja 1,admin,90,90,90,90,0,0,0,0,0,0,0
15/07/2021,5,15,13,PZA,1,CHIPS CH COMALLI,[BOTCOM24341],5160,Público en General,Caja 1,admin,28,28,28,28,0,0,0,0,0,0,0
15/07/2021,5,15,13,PZA,1,TORTILLA DE NOPAL 17 PZAS,[a652365478969a],5161,Público en General,Caja 1,admin,28,28,28,28,0,0,0,0,0,0,0
15/07/2021,5,15,14,PZA,1,COCA-COLA REGULAR 500 ML,[7501055302086],5162,Público en General,Caja 1,admin,18,18,991.85,0,0,0,0,0,991.85,0,0
15/07/2021,5,15,14,KG,0.12,JAMÓN PAVO (CUADRADO),[EMBGEN81440],5162,Público en General,Caja 1,admin,221,26.52,991.85,0,0,0,0,0,991.85,0,0
15/07/2021,5,15,14,KG,0.2,PASTRAMI HD,[EMBGEN27925],5162,Público en General,Caja 1,admin,299,59.8,991.85,0,0,0,0,0,991.85,0,0
15/07/2021,5,15,14,KG,0.405,QUESO GOUDA CHILENO,[SINSIN31382],5162,Público en General,Caja 1,admin,182.35,73.85,991.85,0,0,0,0,0,991.85,0,0
15/07/2021,5,15,14,PZA,1,BAGUETTE SUAVE MASA MADRE,[PANRUS91930],5162,Público en General,Caja 1,admin,25,25,991.85,0,0,0,0,0,991.85,0,0
15/07/2021,5,15,14,KG,0.2,JAMON SERRANO HD,[EMBGEN68741],5162,Público en General,Caja 1,admin,467,93.4,991.85,0,0,0,0,0,991.85,0,0
15/07/2021,5,15,14,KG,0.32,CHORIZO PAMPLONA HD,[EMBGEN80550],5162,Público en General,Caja 1,admin,329,105.28,991.85,0,0,0,0,0,991.85,0,0
15/07/2021,5,15,14,PZA,1,6 PACK DEGUSTACION OLIO FINO,[OLIGEN92086],5162,Público en General,Caja 1,admin,470,470,991.85,0,0,0,0,0,991.85,0,0
15/07/2021,5,15,14,PZA,2,PAN PARA TAPAS,[SINSIN67823],5162,Público en General,Caja 1,admin,60,120,991.85,0,0,0,0,0,991.85,0,0
15/07/2021,5,15,14,PZA,1,WUAI PATATAS LEMON PEPPER 200 GRS,[BOTPAP23901],5163,Público en General,Caja 1,admin,54,54,308,0,0,0,0,0,308,0,0
15/07/2021,5,15,14,PZA,1,COCA-COLA SIN AZÚCAR 500 ML,[7501055320684],5163,Público en General,Caja 1,admin,18,18,308,0,0,0,0,0,308,0,0
15/07/2021,5,15,14,PZA,1,QUESO BRIE QUESART,[7503012771027],5163,Público en General,Caja 1,admin,96,96,308,0,0,0,0,0,308,0,0
15/07/2021,5,15,14,PZA,2,BOCATA JAMÓN YORK - MEDIO,[SINSIN29528],5163,Público en General,Caja 1,admin,70,140,308,0,0,0,0,0,308,0,0
15/07/2021,5,15,14,KG,0.15,SELVA NEGRA HD,[EMBGEN17604],5164,Público en General,Caja 1,admin,206,30.9,147.4,147.4,0,0,0,0,0,0,0
15/07/2021,5,15,14,KG,0.25,LOMO CANADIENSE HD,[EMBGEN81202],5164,Público en General,Caja 1,admin,206,51.5,147.4,147.4,0,0,0,0,0,0,0
15/07/2021,5,15,14,PZA,1,QUESO OAXACA DON TOM,[LACDON71980],5164,Público en General,Caja 1,admin,65,65,147.4,147.4,0,0,0,0,0,0,0
15/07/2021,5,15,16,PZA,1,KISSES CORAZÓN,[034000937592],5165,Público en General,Caja 1,admin,60,60,95,95,0,0,0,0,0,0,0
15/07/2021,5,15,16,PZA,1,MAIZ INFLADO BISCOTTI,[GALBIS52766],5165,Público en General,Caja 1,admin,25,25,95,95,0,0,0,0,0,0,0
15/07/2021,5,15,16,PZA,1,AGUA CIEL 600 ML,[7501055307906],5165,Público en General,Caja 1,admin,10,10,95,95,0,0,0,0,0,0,0
15/07/2021,5,15,17,PZA,1,COCA-COLA LIGHT 500 ML,[7501055305261],5166,Público en General,Caja 1,admin,18,18,18,18,0,0,0,0,0,0,0
15/07/2021,5,15,17,KG,0.405,JAMON SERRANO HD,[EMBGEN68741],5167,Público en General,Caja 1,admin,467,189.14,261.24,261.24,0,0,0,0,0,0,0
15/07/2021,5,15,17,KG,0.35,SELVA NEGRA HD,[EMBGEN17604],5167,Público en General,Caja 1,admin,206,72.1,261.24,261.24,0,0,0,0,0,0,0
15/07/2021,5,15,18,PZA,1,AGUA CIEL 600 ML,[7501055307906],5168,Público en General,Caja 1,admin,10,10,10,10,0,0,0,0,0,0,0
15/07/2021,5,15,18,PZA,1,CHIPS CH COMALLI,[BOTCOM24341],5169,Público en General,Caja 1,admin,28,28,28,28,0,0,0,0,0,0,0
15/07/2021,5,15,18,KG,0.045,JAMÓN PAVO (CUADRADO),[EMBGEN81440],5170,FERNANDO LÓPEZ,Caja 1,admin,221,9.95,57.71,0,0,0,0,0,57.71,0,0
15/07/2021,5,15,18,KG,0.06,JAMON SERRANO HD,[EMBGEN68741],5170,FERNANDO LÓPEZ,Caja 1,admin,467,28.02,57.71,0,0,0,0,0,57.71,0,0
15/07/2021,5,15,18,KG,0.06,CHORIZO PAMPLONA HD,[EMBGEN80550],5170,FERNANDO LÓPEZ,Caja 1,admin,329,19.74,57.71,0,0,0,0,0,57.71,0,0
15/07/2021,5,15,18,KG,0.41,CHORIZO ESPAÑOL HD,[EMBGEN78796],5171,GRICELDA TORRES,Caja 1,admin,104,42.64,74.64,74.64,0,0,0,0,0,0,0
15/07/2021,5,15,18,PZA,2,TORTILLAS MAIZ A MANO GRANDE,[TORMAN96612],5171,GRICELDA TORRES,Caja 1,admin,16,32,74.64,74.64,0,0,0,0,0,0,0
15/07/2021,5,15,18,PZA,4,WUAI PATATAS LEMON PEPPER 500 GRS,[SINSIN27587],5172,Público en General,Caja 1,admin,98,392,392,392,0,0,0,0,0,0,0
15/07/2021,5,15,19,PZA,1,WUAI PATATAS LEMON PEPPER 500 GRS,[SINSIN27587],5173,Público en General,Caja 1,admin,98,98,98,98,0,0,0,0,0,0,0
15/07/2021,5,15,19,PZA,1,WUAI PATATAS LEMON PEPPER 200 GRS,[BOTPAP23901],5174,Público en General,Caja 1,admin,54,54,219.32,0,0,0,0,0,219.32,0,0
15/07/2021,5,15,19,KG,0.275,QUESO PARMESANO URUG BELPAESE CERA,[QUEIMP59409],5174,Público en General,Caja 1,admin,316,86.9,219.32,0,0,0,0,0,219.32,0,0
15/07/2021,5,15,19,KG,0.11,SALAMANCA HD,[EMBGEN86706],5174,Público en General,Caja 1,admin,329,36.19,219.32,0,0,0,0,0,219.32,0,0
15/07/2021,5,15,19,KG,0.205,SELVA NEGRA HD,[EMBGEN17604],5174,Público en General,Caja 1,admin,206,42.23,219.32,0,0,0,0,0,219.32,0,0
15/07/2021,5,15,19,KG,0.255,PASTRAMI HD,[EMBGEN27925],5175,UBER EATS,Caja 1,admin,299,76.25,328.19,0,0,328.19,0,0,0,0,0
15/07/2021,5,15,19,KG,0.5,ROAST BEEF/CORNED BEEF HD,[EMBGEN49865],5175,UBER EATS,Caja 1,admin,299,149.5,328.19,0,0,328.19,0,0,0,0,0
15/07/2021,5,15,19,KG,0.52,JAMON YORK HD,[EMBGEN58802],5175,UBER EATS,Caja 1,admin,197,102.44,328.19,0,0,328.19,0,0,0,0,0
16/07/2021,6,16,10,PZA,1,COCA-COLA LIGHT 500 ML,[7501055305261],5176,Público en General,Caja 1,admin,18,18,18,18,0,0,0,0,0,0,0
16/07/2021,6,16,10,PZA,1,CREMA MEDIO LT,[LACCRE41174],5177,Público en General,Caja 1,admin,45,45,265.72,265.72,0,0,0,0,0,0,0
16/07/2021,6,16,10,PZA,1,TORTILLAS DE HARINA MIRANDA,[7503000010008],5177,Público en General,Caja 1,admin,25,25,265.72,265.72,0,0,0,0,0,0,0
16/07/2021,6,16,10,PZA,1,CAJA DE GALLETAS 1/4 BISCOTTI,[GALBIS69044],5177,Público en General,Caja 1,admin,90,90,265.72,265.72,0,0,0,0,0,0,0
16/07/2021,6,16,10,PZA,2,JUGO ADES DURAZNO,[7501005113373],5177,Público en General,Caja 1,admin,7,14,265.72,265.72,0,0,0,0,0,0,0
16/07/2021,6,16,10,PZA,3,JUGO ADES MANGO,[7501005114523],5177,Público en General,Caja 1,admin,7,21,265.72,265.72,0,0,0,0,0,0,0
16/07/2021,6,16,10,KG,0.32,JAMÓN PAVO (CUADRADO),[EMBGEN81440],5177,Público en General,Caja 1,admin,221,70.72,265.72,265.72,0,0,0,0,0,0,0
16/07/2021,6,16,11,KG,1.005,JAMON SERRANO HD,[EMBGEN68741],5178,ANGÉLICA MONTOYA,Caja 1,admin,467,469.34,1197.34,1197.34,0,0,0,0,0,0,0
16/07/2021,6,16,11,PZA,14,BAGUETTE 7 SEMILLAS MASA MADRE,[PANRUS67610],5178,ANGÉLICA MONTOYA,Caja 1,admin,27,378,1197.34,1197.34,0,0,0,0,0,0,0
16/07/2021,6,16,11,PZA,14,BAGUETTE SUAVE MASA MADRE,[PANRUS91930],5178,ANGÉLICA MONTOYA,Caja 1,admin,25,350,1197.34,1197.34,0,0,0,0,0,0,0
16/07/2021,6,16,12,KG,0.16,PASTRAMI HD,[EMBGEN27925],5179,Público en General,Caja 1,admin,299,47.84,100.05,100.05,0,0,0,0,0,0,0
16/07/2021,6,16,12,KG,0.265,JAMON YORK HD,[EMBGEN58802],5179,Público en General,Caja 1,admin,197,52.21,100.05,100.05,0,0,0,0,0,0,0
16/07/2021,6,16,12,PZA,1,CHIPS CH COMALLI,[BOTCOM24341],5180,Público en General,Caja 1,admin,28,28,60.9,60.9,0,0,0,0,0,0,0
16/07/2021,6,16,12,KG,0.1,CHORIZO PAMPLONA HD,[EMBGEN80550],5180,Público en General,Caja 1,admin,329,32.9,60.9,60.9,0,0,0,0,0,0,0
16/07/2021,6,16,13,KG,0.11,JAMÓN PAVO (CUADRADO),[EMBGEN81440],5181,Público en General,Caja 1,admin,221,24.31,87.81,87.81,0,0,0,0,0,0,0
16/07/2021,6,16,13,KG,0.16,LOMO CANADIENSE HD,[EMBGEN81202],5181,Público en General,Caja 1,admin,206,32.96,87.81,87.81,0,0,0,0,0,0,0
16/07/2021,6,16,13,KG,0.155,JAMON YORK HD,[EMBGEN58802],5181,Público en General,Caja 1,admin,197,30.54,87.81,87.81,0,0,0,0,0,0,0
16/07/2021,6,16,13,KG,0.26,LOMO CANADIENSE HD,[EMBGEN81202],5182,Público en General,Caja 1,admin,206,53.56,216.12,216.12,0,0,0,0,0,0,0
16/07/2021,6,16,13,KG,0.3,SALAMI HD,[EMBGEN77994],5182,Público en General,Caja 1,admin,329,98.7,216.12,216.12,0,0,0,0,0,0,0
16/07/2021,6,16,13,KG,0.31,SELVA NEGRA HD,[EMBGEN17604],5182,Público en General,Caja 1,admin,206,63.86,216.12,216.12,0,0,0,0,0,0,0
16/07/2021,6,16,13,PZA,1,BAGUETTE SUAVE MASA MADRE,[PANRUS91930],5183,Público en General,Caja 1,admin,25,25,104.44,104.44,0,0,0,0,0,0,0
16/07/2021,6,16,13,KG,0.155,QUESO GOUDA CHILENO,[SINSIN31382],5183,Público en General,Caja 1,admin,182.35,28.26,104.44,104.44,0,0,0,0,0,0,0
16/07/2021,6,16,13,KG,0.15,JAMON YORK HD,[EMBGEN58802],5183,Público en General,Caja 1,admin,197,29.55,104.44,104.44,0,0,0,0,0,0,0
16/07/2021,6,16,13,KG,0.105,LOMO CANADIENSE HD,[EMBGEN81202],5183,Público en General,Caja 1,admin,206,21.63,104.44,104.44,0,0,0,0,0,0,0
16/07/2021,6,16,13,PZA,1,BAGUETTE SUAVE MASA MADRE,[PANRUS91930],5184,Público en General,Caja 1,admin,25,25,202.84,202.84,0,0,0,0,0,0,0
16/07/2021,6,16,13,KG,0.76,FILETE LENGUADO 4 PZAS SAN BLAS,[COMSAN77256],5184,Público en General,Caja 1,admin,234,177.84,202.84,202.84,0,0,0,0,0,0,0
16/07/2021,6,16,13,PZA,2,BAGUETTE SUAVE MASA MADRE,[PANRUS91930],5185,Público en General,Caja 1,admin,25,50,193.3,0,0,0,0,0,193.3,0,0
16/07/2021,6,16,13,KG,0.16,JAMON SERRANO HD,[EMBGEN68741],5185,Público en General,Caja 1,admin,467,74.72,193.3,0,0,0,0,0,193.3,0,0
16/07/2021,6,16,13,KG,0.085,EMBUCHADO HD,[EMBGEN73048],5185,Público en General,Caja 1,admin,419,35.62,193.3,0,0,0,0,0,193.3,0,0
16/07/2021,6,16,13,KG,0.16,SELVA NEGRA HD,[EMBGEN17604],5185,Público en General,Caja 1,admin,206,32.96,193.3,0,0,0,0,0,193.3,0,0
16/07/2021,6,16,13,KG,0.335,PANELA FRANCISCO,[LACFRA53179],5186,Público en General,Caja 1,admin,95,31.83,131.52,0,0,0,0,0,131.52,0,0
16/07/2021,6,16,13,KG,0.1,LOMO CANADIENSE HD,[EMBGEN81202],5186,Público en General,Caja 1,admin,206,20.6,131.52,0,0,0,0,0,131.52,0,0
16/07/2021,6,16,13,KG,0.105,SELVA NEGRA HD,[EMBGEN17604],5186,Público en General,Caja 1,admin,206,21.63,131.52,0,0,0,0,0,131.52,0,0
16/07/2021,6,16,13,KG,0.26,JAMÓN PAVO (CUADRADO),[EMBGEN81440],5186,Público en General,Caja 1,admin,221,57.46,131.52,0,0,0,0,0,131.52,0,0
16/07/2021,6,16,14,PZA,1,ACEITE DE OLIVA HARISSA OLIO FINO,[OLIACE81783],5187,Público en General,Caja 1,admin,280,280,748.44,748.44,0,0,0,0,0,0,0
16/07/2021,6,16,14,PZA,1,BALSÁMICO OSCURO CHOCOLATE 375 ML,[OLIBAL25533],5187,Público en General,Caja 1,admin,280,280,748.44,748.44,0,0,0,0,0,0,0
16/07/2021,6,16,14,KG,0.26,JAMON YORK HD,[EMBGEN58802],5187,Público en General,Caja 1,admin,197,51.22,748.44,748.44,0,0,0,0,0,0,0
16/07/2021,6,16,14,KG,0.185,ROAST BEEF/CORNED BEEF HD,[EMBGEN49865],5187,Público en General,Caja 1,admin,299,55.32,748.44,748.44,0,0,0,0,0,0,0
16/07/2021,6,16,14,KG,0.15,SELVA NEGRA HD,[EMBGEN17604],5187,Público en General,Caja 1,admin,206,30.9,748.44,748.44,0,0,0,0,0,0,0
16/07/2021,6,16,14,KG,0.155,SALAMI HD,[EMBGEN77994],5187,Público en General,Caja 1,admin,329,51,748.44,748.44,0,0,0,0,0,0,0
16/07/2021,6,16,14,KG,0.2,EMBUCHADO HD,[EMBGEN73048],5188,ALEJANDRA BARBA,Caja 1,admin,419,83.8,837.69,837.69,0,0,0,0,0,0,0
16/07/2021,6,16,14,KG,0.2,LOMO CANADIENSE HD,[EMBGEN81202],5188,ALEJANDRA BARBA,Caja 1,admin,206,41.2,837.69,837.69,0,0,0,0,0,0,0
16/07/2021,6,16,14,KG,0.22,ROAST BEEF/CORNED BEEF HD,[EMBGEN49865],5188,ALEJANDRA BARBA,Caja 1,admin,299,65.78,837.69,837.69,0,0,0,0,0,0,0
16/07/2021,6,16,14,KG,0.61,SALCHICHA POLACA HD,[EMBGEN34805],5188,ALEJANDRA BARBA,Caja 1,admin,131,79.91,837.69,837.69,0,0,0,0,0,0,0
16/07/2021,6,16,14,PZA,1,PANELA CONGELADA KMARAO,[KMAGEN45469],5188,ALEJANDRA BARBA,Caja 1,admin,140,140,837.69,837.69,0,0,0,0,0,0,0
16/07/2021,6,16,14,PZA,1,PAN PARA TAPAS,[SINSIN67823],5188,ALEJANDRA BARBA,Caja 1,admin,60,60,837.69,837.69,0,0,0,0,0,0,0
16/07/2021,6,16,14,PZA,1,PAN EL ARABE MINI CON AJONJOLI 25 PZAS,[7500462987435],5188,ALEJANDRA BARBA,Caja 1,admin,70,70,837.69,837.69,0,0,0,0,0,0,0
16/07/2021,6,16,14,PZA,1,ALIOLI DE CAYENA CRISANTA,[7500326039379],5188,ALEJANDRA BARBA,Caja 1,admin,75,75,837.69,837.69,0,0,0,0,0,0,0
16/07/2021,6,16,14,PZA,1,DIP ALCACHOFA CON ESPINACA DELI,[7502244270070],5188,ALEJANDRA BARBA,Caja 1,admin,82,82,837.69,837.69,0,0,0,0,0,0,0
